Label,Raw_tweet,Cleaned_Traditional,Cleaned_GPT,Cleaned_GPT+Traditional
anger,"ELING GA SIH NIH 3????!!!!!! BIASANYA SECEPAT KILAT, SKRG LAMBAT BGT INSTAGRAM GA KE REFRESH SAMA SEKALI TWITTER JUGA SAMA!!!!!!!!!!! GIMANA NIH? BOSEN NANYAIN NOMOR MULU TAPI UDAH 5 HARI SELAMBAT INI [USERNAME]",eling tidak sih nih biasanya secepat kilat sekarang lambat sangat instagram tidak ke refresh sama sekali twitter juga sama bagaimana nih bosan menanyakan nomor terus tetapi sudah hari selambat ini,"ELING GA SIH NIH 3????!!!!!! BIASANYA SECEPAT KILAT, SEKARANG LAMBAT BANGET INSTAGRAM GAKE REFRESH SAMA SEKALI TWITTER JUGA SAMA!!!!!!!!!!! GIMANA NIH? BOSAN NANYAIN NOMOR MULU TAPI UDAH 5 HARI SE LAMBAT INI.",eling tidak sih nih biasanya secepat kilat sekarang lambat sekali instagram gake refresh sama sekali twitter juga sama bagaimana nih bosan menanyakan nomor terus tetapi sudah hari se lambat ini
fear,[USERNAME] demi apapun w takut ama ntu hewan. trauma pernah digigit dan w abis itu ke rumah sakit gegara keracunan. padahal digigit sama yang kecil masih anaknya gitu tapi buset dah w langsung pusing lemes. jadi ampe sekarang kalau ngeliat ini hewan langsu,demi apa pun saya takut sama itu hewan trauma pernah digigit dan saya habis itu ke rumah sakit gegara keracunan padahal digigit sama yang kecil masih anaknya begitu tetapi buset sudah saya langsung pusing lemas jadi sampai sekarang kalau melihat ini hewan langsung,Demi apapun aku takut akan hewan itu. Trauma pernah digigit dan aku abis itu ke rumah sakit gegara keracunan. Padahal digigit sama yang kecil masih anaknya gitu tapi buset dah aku langsung pusing lemes.,demi apa pun saya takut akan hewan itu trauma pernah digigit dan saya habis itu ke rumah sakit gegara keracunan padahal digigit sama yang kecil masih anaknya begitu tetapi buset sudah saya langsung pusing lemas
love,":: meski aku golput.. tp salut [USERNAME] .. ia satu2nya presiden #RakyatIndonesia yg bisa menangis di depan publik... :: memang tak sedikit lawan2 politiknya.. mngcap dia sombong.. :: tapi, nyatanya, ia menangis.. :: :: #SaveNKRI [URL]",meski saya golongan putih tetapi salut ia satu nya presiden rakyatindonesia yang bisa menangis di depan publik memang tidak sedikit lawan politiknya mengecap dia sombong tetapi nyatanya ia menangis savenkri,"Meski aku golput, tapi salut [@USERNAME] ... ia satu-satunya presiden #RakyatIndonesia yang bisa menangis di depan publik... Memang tak sedikit lawan politiknya menilainya sombong... Tapi, nyatanya, ia menangis... #SaveNKRI [URL]",meski saya golongan putih tetapi salut ia satu satu nya presiden rakyatindonesia yang bisa menangis di depan publik memang tidak sedikit lawan politiknya menilainya sombong tetapi nyatanya ia menangis savenkri
anger,bacot parah galak kalau udah marah jan mau deh dimarahin lex. caca aja kapokgabisa dibohongin kalau ttg cinta tp knpa ttg lainnya lu bege ya susah beud disuruh tidur atau makan my human diary yang kita dkt gatau grgr,banyak bicara parah galak kalau sudah marah jangan ingin deh dimarahi lex caca saja kapok gabisa dibohongin kalau tentang cinta tetapi kenapa tentang lainnya kamu bege iya susah banget disuruh tidur atau makan my manusia diary yang kita dekat tidak tahu gara gara,"Bacotnya parah, galak banget kalau sudah marah. Nggak mau deh dimarahin lagi sama Lex. Caca aja kapok. Nggak bisa dibohongi soal cinta, tapi kenapa soal yang lain kamu bandel banget, ya? Susah banget disuruh tidur atau makan. My human diary, kita dekat tapi nggak tahu kenapa begini",bacotnya parah galak sekali kalau sudah marah tidak ingin deh dimarahi sedang sama lex caca saja kapok tidak bisa dibohongi soal cinta tetapi kenapa soal yang lain kamu bandel banget iya susah sekali disuruh tidur atau makan my manusia diary kita dekat tetapi tidak tahu kenapa begini
fear,"[USERNAME] nyabutnya santae aja pake jari asal jgn kena kuku. beli softlennya yg emg bagus dan jelas. dulu ku pernah beli soflen di tmn cuma yg warna22an gt biasanya item. terus lg gangapa22in ujug22 gatel perih etaunya robek :,( untung cepet22 dikeluari",nyabutnya santae saja pakai jari asal jangan kena kuku beli softlennya yang memang bagus dan jelas dulu aku pernah beli softlense di teman cuma yang warna an begitu biasanya hitam terus sedang gangapa ini ujug gatal perih etaunya robek untung cepat dikeluari,@[USERNAME] nyabutnya santai saja pakai jari asal jangan kena kuku. beli softlens yang memang bagus dan jelas. dulu ku pernah beli softlens di teman cuma yang warna-warni gitu biasanya item. terus lagi gangapain itu ujung-ujungnya gatel perih ketahuan robek :( untung cepat-cepat dikeluarkan,nyabutnya santai saja pakai jari asal jangan kena kuku beli softlens yang memang bagus dan jelas dulu aku pernah beli softlens di teman cuma yang warna warni begitu biasanya hitam terus sedang tidak berbuat apa-apa itu ujung ujungnya gatal perih ketahuan robek untung cepat cepat di keluar kan
fear,Hanya mampu retweet bagi peminat cerita seram tengok je lah. Saya penakut. Kalau tengok kat wayang ni dengar suara aku sorang je menjerit walaupun tutup mata,hanya mampu retweet bagi peminat cerita seram tengok je lah saya penakut kalau tengok kat wayang ini dengar suara saya seorang je menjerit walaupun tutup mata,Hanya mampu retweet bagi peminat cerita seram tengok saja. Saya penakut. Kalau tengok di wayang ini dengar suara aku sorang saja menjerit walaupun tutup mata,hanya mampu retweet bagi peminat cerita seram tengok saja saya penakut kalau tengok di wayang ini dengar suara saya seorang saja menjerit walaupun tutup mata
love,"Haha, tiap hari juga kamu selalu terpesona dan semakin terpesona sama aku kkk~",tertawa tiap hari juga kamu selalu terpesona dan semakin terpesona sama saya ,"Haha, setiap hari juga kamu selalu terpesona dan semakin terpesona sama aku hehe",tertawa setiap hari juga kamu selalu terpesona dan semakin terpesona sama saya he
fear,Apa yang akan kamu lakukan jika ada singa masuk ke rumahmu? nyuruh singanya makan kau. biar mati kenak makan singa. uh ngeri ya off anonla m h e h e,apa yang akan kamu lakukan jika ada singa masuk ke rumahmu Suruh singa nya makan kau biar mati kenak makan singa uh negeri iya off anonla sama h e h e,"Apa yang akan kamu lakukan jika ada singa masuk ke rumahmu? Menyuruh singanya makan kamu, biar mati kenak makan singa. Uh, ngeri ya...",apa yang akan kamu lakukan jika ada singa masuk ke rumahmu menyuruh singa nya makan kamu biar mati kenak makan singa uh negeri iya
love,"Kalo udah sayang beneran itu mau dihadapkan sama cowok yang lebih tajir +++, ganteng +++, pinter +++, serba +++, dll itu pasti bakalan tetep ga mau berpindah",kalau sudah sayang benar itu ingin dihadapkan sama cowok yang lebih kaya ganteng pintar serba dan lain itu pasti akan tetap tidak ingin berpindah,"Kalau sudah sayang benaran itu mau dihadapkan sama cowok yang lebih tajir, ganteng, pinter, serba positif, dan lain-lain itu pasti bakalan tetap tidak mau berpindah",kalau sudah sayang benaran itu ingin dihadapkan sama cowok yang lebih kaya ganteng pintar serba positif dan lain lain itu pasti akan tetap tidak ingin berpindah
fear,"[USERNAME] Lagi main di rumah temen tuh. Pas pipis liat cd udah merah gitu. Langsung izin pulang bilangnya mendadak sakit Pas sampe rumah bilang, ""itu""kakak berdarah mah. Takut. Soalnya emang pas main jatuh. Pas diliat dibilang mens. Hue besoknya pe",sedang main di rumah teman tuh pas kencing lihat cd sudah merah begitu langsung izin pulang katanya mendadak sakit pas sampai rumah bilang itu kakak berdarah mah takut sebab memang pas main jatuh pas dilihat dibilang mens hue besoknya pe,"[USERNAME] Lagi main di rumah temen tuh. Pas pipis, lihat celana dalam udah merah gitu. Langsung izin pulang, bilangnya mendadak sakit. Pas sampai rumah bilang, 'Itu, Kak, berdarah, mah. Takut.' Soalnya emang pas main jatuh. Pas dilihat, dibilang mens. Huh, besoknya pusing.",sedang main di rumah teman tuh pas kencing lihat celana dalam sudah merah begitu langsung izin pulang katanya mendadak sakit pas sampai rumah bilang itu kakak berdarah mah takut sebab memang pas main jatuh pas dilihat dibilang mens apa besoknya pusing
love,SATU LAGI KALIAN DUA AKUN BASE YANG PALING AKU SAYANG. YANG PALING BISA MENGINGATKAN SATU SAMA LAIN. DAN MAKASIH BANYAK BUAT ADMIN2NYAAA ILY ILY ILY I PURPLE YOU! [USERNAME] [USERNAME] [USERNAME],satu sedang kalian dua akun base yang paling saya sayang yang paling bisa mengingatkan satu sama lain dan makasih banyak buat admin ny saya cinta kamu saya cinta kamu saya cinta kamu i purple kamu,SATU LAGI KALIAN DUA AKUN BASE YANG PALING AKU SAYANG. YANG PALING BISA MENGINGATKAN SATU SAMA LAIN. DAN MAKASIH BANYAK BUAT ADMIN-ADMINNYA I LOVE YOU I LOVE YOU I LOVE YOU I PURPLE YOU!,satu sedang kalian dua akun base yang paling saya sayang yang paling bisa mengingatkan satu sama lain dan makasih banyak buat admin adminnya i cinta kamu i cinta kamu i cinta kamu i purple kamu
fear,[USERNAME] libur tapi ini tugas dikumpulin senin aq takut kalo tida selesai p.s sekali lagi ngirim foto yoongi yang macem gituan AQ BLOCK p.s.s SAME ENERGY WITH THIS PICT DJKDDJDLDL [URL],libur tetapi ini tugas dikumpulin senin saya takut kalau tidak selesai p si sekali sedang mengirim foto yoongi yang macam begitu saya block p si si sama energy dengan this pict djkddjdldl,"Libur, tapi ini tugas dikumpulin Senin, aku takut kalau nggak selesai. Sekali lagi ngirim foto Yoongi yang macem gituan, AKU BLOKIR. P.S.S. SAME ENERGY WITH THIS PICTURE.",libur tetapi ini tugas dikumpulin senin saya takut kalau tidak selesai sekali sedang mengirim foto yoongi yang macam begituan saya blokir p si si sama energy dengan this foto
anger,"[USERNAME] [USERNAME] bisa juga dengan sepatah awalan di depan kalimat: ""makanya.........."" ""Kan udah gue bilang......."" ""Ngotot sih dikasih tau......"" ""Pala batu sih....."" Et cetera~",bisa juga dengan sepatah awalan di depan kalimat makanya kan sudah saya bilang keras kepala sih dikasih tahu kepala batu sih et cetera,"[USERNAME] [USERNAME] bisa juga dengan sepatah awalan di depan kalimat: ""makanya.........."" ""Kan udah gue bilang......."" ""Ngotot sih dikasih tau......"" ""Pala batu sih....."" Et cetera ~",bisa juga dengan sepatah awalan di depan kalimat makanya kan sudah saya bilang keras kepala sih dikasih tahu kepala batu sih et cetera
sadness,"*Ngbrol masalah gaji* Atasan aing : waktu itu gmna sih ndre detail gajimu? Yg di jelasin pak **** Aing: gatau pak, saya nanyain gaji aja malah di marahin Atasan aing:....... Aing:......... SAVAGE *langsung ada backsound mobile legend",ngbrol masalah gaji atasan saya waktu itu bagaimana sih ndre detail gajimu yang di jelasin pak saya tidak tahu pak saya menanyakan gaji saja bahkan di marahin atasan saya saya savage langsung ada backsound mobile legend,"""Ngebrol masalah gaji. Atasan saya: waktu itu gimana sih ndre detail gajimu? Yang dijelasin pak ****. Saya: gatau pak, saya nanyain gaji aja malah dimarahin. Atasan saya:....... Saya:....... SAVAGE *langsung ada backsound Mobile Legend.""",ngebrol masalah gaji atasan saya waktu itu bagaimana sih ndre detail gajimu yang dijelasin pak saya tidak tahu pak saya menanyakan gaji saja bahkan dimarahi atasan saya saya savage langsung ada backsound mobile legend
sadness,"Gue pun juga ngatain sesama perempuan, memutus rantai akan julit emang susah owislah~~ ibarate sego uwis dadi bubur~ flying money money",saya pun juga mengutuk sesama perempuan memutus rantai akan iri memang susah owislah ibarat nya sego uwis dadi bubur flying money money,"Aku pun juga mengatakan sesama perempuan, memutus rantai akan julit memang susah. ibarat sego sudah jadi bubur. flying money money",saya pun juga mengatakan sesama perempuan memutus rantai akan iri memang susah ibarat sego sudah jadi bubur flying money money
anger,"Kasus via Vallen, itu juga sering terjadi kok, dari yang gue kenal orang nya sampai gk gue kenal orang nya, sering bertebaran gambar t*t*t di DM gue , messenger, WA lah yg gue lakukan block, block or report akun nya, kelar",kasus via vallen itu juga sering terjadi kok dari yang saya kenal orang nya sampai tidak saya kenal orang nya sering bertebaran gambar t t t di pesan langsung saya messenger saya lah yang saya lakukan block block atau laporan akun nya selesai,"Kasus Via Vallen, itu juga sering terjadi kok, dari yang gua kenal orangnya sampai enggak gua kenal orangnya, sering bertebaran gambar t*t*t di Direct Message gua, messenger, WhatsApp lah yang gua lakukan block, block or report akunnya, kelar",kasus via vallen itu juga sering terjadi kok dari yang saya kenal orangnya sampai tidak saya kenal orangnya sering bertebaran gambar t t t di direct message saya messenger whatsapp lah yang saya lakukan block block atau laporan akunnya selesai
fear,aku takut dngn smua bnda.. ap y bkl trjadi ap y tgh tjadi kat sekeliling aku.. aku takut dngn diri sndiri.. hate this feeling.. just wanna die rn.. fml,saya takut dengan semua benda apa ya bakal terjadi apa ya tengah tjadi kat sekeliling aku saya takut dengan diri sendiri benci this feeling hanya ingin mati rn fml,aku takut dengan semua benda.. apa yang bakal terjadi apa yang tengah berlaku di sekeliling aku.. aku takut dengan diri sendiri.. hate this feeling.. just wanna die right now.. family,saya takut dengan semua benda apa yang bakal terjadi apa yang tengah berlaku di sekeliling aku saya takut dengan diri sendiri benci this feeling hanya ingin mati right now keluarga
anger,"[USERNAME] [USERNAME] [USERNAME] Dan lebihnya speak up itu dikatain lebay, cari sensasi dsb Mereka ga mikir, kalo mau speak up itu butuh keberanian, karna sebenernya pelecehan itu aib tp kalo ga speak up itu orang jg ga bakal jera, ga ngerasa mal",dan lebihnya berbicara up itu di katain berlebihan cari sensasi dan sebagainya mereka tidak pikir kalau ingin berbicara up itu butuh keberanian karena sebenarnya pelecehan itu aib tetapi kalau tidak berbicara up itu orang juga tidak bakal jera tidak merasa mal,"[USERNAME] [USERNAME] [USERNAME] Dan lebihnya speak up itu dikatain lebay, cari sensasi dan lain sebagainya. Mereka tidak mikir, kalau mau speak up itu butuh keberanian, karena sebenarnya pelecehan itu aib tapi kalau tidak speak up itu orang juga tidak bakal jera, tidak merasa mal",dan lebihnya berbicara up itu di katain berlebihan cari sensasi dan lain sebagainya mereka tidak pikir kalau ingin berbicara up itu butuh keberanian karena sebenarnya pelecehan itu aib tetapi kalau tidak berbicara up itu orang juga tidak bakal jera tidak merasa mal
love,"[USERNAME] HYUNMIN DOOONG!! MEREKA ITU RACUN BANGET KE GUEEE! KAPAL YANG PALING TULUS, KAPAL YANG PALING ROMANTIS BAGI GUE, MOMENT KECIL YANG MEREKA BUAT AJA UDAH BIKIN GONJANG-GANJING BODO AMAT DISINDIR SINDIR KAPAL LAIN WQWQWQ~ GUE SAYANG KAPAL INI T",hyunmin dng mereka itu racun sekali ke gu kapal yang paling tulus kapal yang paling romantis bagi saya momen kecil yang mereka buat saja sudah buat gonjang ganjing bodo sangat disindir sindir kapal lain wqwqwq saya sayang kapal ini t,"HYUNMIN DONG!! MEREKA ITU RACUN BANGET KE GUE! KAPAL YANG PALING TULUS, KAPAL YANG PALING ROMANTIS BAGI GUE, MOMENT KECIL YANG MEREKA BUAT AJA UDAH BIKIN GONJANG-GANJING BODO AMAT DISINDIR-SINDIR KAPAL LAIN WQWQWQ~ GUE SAYANG KAPAL INI T",hyunmin dong mereka itu racun sekali ke saya kapal yang paling tulus kapal yang paling romantis bagi saya momen kecil yang mereka buat saja sudah buat gonjang ganjing bodo sangat disindir sindir kapal lain wqwqwq saya sayang kapal ini t
sadness,pusing qlo gini pilih yang mana qlo gini (at pt airmas asri),pusing qlo begini pilih yang mana qlo begini at perseroan terbatas air mas asri,"Pusing sekali begini, pilih yang mana begini. (di PT Airmas Asri)",pusing sekali begini pilih yang mana begini di perseroan terbatas air mas asri
happy,"Kalian kerja qeras bagay quda banget yaa buat kambek kali ini T.T Baiklah, besok2 streaming melon ama mv nya lebih semangaaatttzzzsss yaaaaa [USERNAME] :""""""""""""""""))))))",kalian kerja qeras bagay kuda sekali ya buat kembali kali ini t t baik lah besok streaming melon sama mv nya lebih semang yaa,"Kalian kerja keras banget ya buat comeback kali ini. Baiklah, besok streaming Melon ama MV-nya lebih semangat ya! [USERNAME] :""))))))",kalian kerja keras sekali iya buat eback kali ini baik lah besok streaming melon sama mv nya lebih semangat iya
